Experimental Approach,Mode,Database Size (vectors),Depth,Batch Size,Query Encryption (seconds),Query Size (ciphertexts),Similarity Computation (seconds),Similarity Result Size (ciphertexts)
Diagonal,Similarity,8388608,1,4096,0.00429653,1,203.238,2048
