Experimental Approach,Mode,Database Size (vectors),Depth,Batch Size,Query Encryption (seconds),Query Size (ciphertexts),Similarity Computation (seconds),Similarity Result Size (ciphertexts)
Diagonal,Similarity,2097152,1,4096,0.00530063,1,54.1116,512
