Experimental Approach,Mode,Database Size (vectors),Depth,Batch Size,Query Encryption (seconds),Query Size (ciphertexts),Similarity Computation (seconds),Similarity Result Size (ciphertexts)
Diagonal,Similarity,4194304,1,4096,0.00452915,1,111.284,1024
